Query_ID,Query_Text,Category,Sentiment,Platform,Confidence,Expected_Automation_Rate,Expected_Resolution_Path,Expected_Response_Time_ms,Customer_Satisfaction_Score
OR-043,How do I check my order status (query 42)?,order_tracking,Negative,Instagram,0.65,95%,Path A - API Resolution,210,4.0
OR-044,What's the status of order #ORD-56789 (query 43)?,order_tracking,Negative,Email,0.74,95%,Path A - API Resolution,210,4.0
OR-045,When will my fitness equipment arrive (query 44)?,order_tracking,Neutral,Instagram,0.95,95%,Path A - API Resolution,210,4.5
OR-046,Is my order ORD-99111 still on schedule (query 45)?,order_tracking,Positive,Email,0.89,95%,Path A - API Resolution,210,5.0
OR-047,Can you rush my order delivery (query 46)?,order_tracking,Neutral,Twitter,0.86,95%,Path A - API Resolution,210,4.5
OR-048,I need to know my order status ASAP!,order_tracking,Negative,Chat,0.91,95%,Path A - API Resolution,210,4.0
OR-049,Can you track my order #ORD-98765 (query 48)?,order_tracking,Neutral,Chat,0.81,95%,Path A - API Resolution,210,4.5
OR-050,Where's my package (query 49)? Order ORD-45321,order_tracking,Positive,Email,0.95,95%,Path A - API Resolution,210,5.0
OR-051,How do I check my order status (query 50)?,order_tracking,Critical,Email,0.79,95%,Path A - API Resolution,210,3.5
OR-052,What's the status of order #ORD-56789 (query 51)?,order_tracking,Neutral,Instagram,0.94,95%,Path A - API Resolution,210,4.5
OR-053,When will my fitness equipment arrive (query 52)?,order_tracking,Neutral,WhatsApp,0.75,95%,Path A - API Resolution,210,4.5
OR-054,Is my order ORD-99111 still on schedule (query 53)?,order_tracking,Positive,Email,0.82,95%,Path A - API Resolution,210,5.0
OR-055,Can you rush my order delivery (query 54)?,order_tracking,Critical,Twitter,0.81,95%,Path A - API Resolution,210,3.5
OR-056,I need to know my order status ASAP!,order_tracking,Neutral,Twitter,0.73,95%,Path A - API Resolution,210,4.5
OR-057,Can you track my order #ORD-98765 (query 56)?,order_tracking,Neutral,Instagram,0.89,95%,Path A - API Resolution,210,4.5
OR-058,Where's my package (query 57)? Order ORD-45321,order_tracking,Negative,Instagram,0.89,95%,Path A - API Resolution,210,4.0
OR-059,How do I check my order status (query 58)?,order_tracking,Neutral,Chat,0.97,95%,Path A - API Resolution,210,4.5
OR-060,What's the status of order #ORD-56789 (query 59)?,order_tracking,Critical,Email,0.77,95%,Path A - API Resolution,210,3.5
OR-061,When will my fitness equipment arrive (query 60)?,order_tracking,Neutral,Twitter,0.81,95%,Path A - API Resolution,210,4.5
OR-062,Is my order ORD-99111 still on schedule (query 61)?,order_tracking,Neutral,Chat,0.8,95%,Path A - API Resolution,210,4.5
OR-063,Can you rush my order delivery (query 62)?,order_tracking,Neutral,Email,0.89,95%,Path A - API Resolution,210,4.5
OR-064,I need to know my order status ASAP!,order_tracking,Neutral,Instagram,0.94,95%,Path A - API Resolution,210,4.5
OR-065,Can you track my order #ORD-98765 (query 64)?,order_tracking,Neutral,WhatsApp,0.95,95%,Path A - API Resolution,210,4.5
OR-066,Where's my package (query 65)? Order ORD-45321,order_tracking,Negative,Chat,0.84,95%,Path A - API Resolution,210,4.0
OR-067,How do I check my order status (query 66)?,order_tracking,Critical,Chat,0.79,95%,Path A - API Resolution,210,3.5
OR-068,What's the status of order #ORD-56789 (query 67)?,order_tracking,Neutral,Email,0.81,95%,Path A - API Resolution,210,4.5
OR-069,When will my fitness equipment arrive (query 68)?,order_tracking,Neutral,Twitter,0.95,95%,Path A - API Resolution,210,4.5
OR-070,Is my order ORD-99111 still on schedule (query 69)?,order_tracking,Negative,Chat,0.73,95%,Path A - API Resolution,210,4.0
OR-071,Can you rush my order delivery (query 70)?,order_tracking,Neutral,WhatsApp,0.82,95%,Path A - API Resolution,210,4.5
OR-072,I need to know my order status ASAP!,order_tracking,Neutral,Twitter,0.78,95%,Path A - API Resolution,210,4.5
OR-073,Can you track my order #ORD-98765 (query 72)?,order_tracking,Negative,Chat,0.96,95%,Path A - API Resolution,210,4.0
OR-074,Where's my package (query 73)? Order ORD-45321,order_tracking,Neutral,WhatsApp,0.82,95%,Path A - API Resolution,210,4.5
OR-075,How do I check my order status (query 74)?,order_tracking,Neutral,WhatsApp,0.81,95%,Path A - API Resolution,210,4.5
OR-076,What's the status of order #ORD-56789 (query 75)?,order_tracking,Critical,Email,0.8,95%,Path A - API Resolution,210,3.5
OR-077,When will my fitness equipment arrive (query 76)?,order_tracking,Neutral,Twitter,0.9,95%,Path A - API Resolution,210,4.5
OR-078,Is my order ORD-99111 still on schedule (query 77)?,order_tracking,Positive,Twitter,0.86,95%,Path A - API Resolution,210,5.0
OR-079,Can you rush my order delivery (query 78)?,order_tracking,Neutral,WhatsApp,0.8,95%,Path A - API Resolution,210,4.5
OR-080,I need to know my order status ASAP!,order_tracking,Negative,WhatsApp,0.96,95%,Path A - API Resolution,210,4.0
OR-081,Can you track my order #ORD-98765 (query 80)?,order_tracking,Negative,Email,0.7,95%,Path A - API Resolution,210,4.0
OR-082,Where's my package (query 81)? Order ORD-45321,order_tracking,Neutral,WhatsApp,0.72,95%,Path A - API Resolution,210,4.5
OR-083,How do I check my order status (query 82)?,order_tracking,Negative,Chat,0.75,95%,Path A - API Resolution,210,4.0
OR-084,What's the status of order #ORD-56789 (query 83)?,order_tracking,Neutral,Twitter,0.89,95%,Path A - API Resolution,210,4.5
OR-085,When will my fitness equipment arrive (query 84)?,order_tracking,Neutral,Instagram,0.7,95%,Path A - API Resolution,210,4.5
OR-086,Is my order ORD-99111 still on schedule (query 85)?,order_tracking,Neutral,Instagram,0.83,95%,Path A - API Resolution,210,4.5
OR-087,Can you rush my order delivery (query 86)?,order_tracking,Neutral,Twitter,0.76,95%,Path A - API Resolution,210,4.5
OR-088,I need to know my order status ASAP!,order_tracking,Negative,WhatsApp,0.69,95%,Path A - API Resolution,210,4.0
OR-089,Can you track my order #ORD-98765 (query 88)?,order_tracking,Neutral,Chat,0.96,95%,Path A - API Resolution,210,4.5
OR-090,Where's my package (query 89)? Order ORD-45321,order_tracking,Negative,Instagram,0.72,95%,Path A - API Resolution,210,4.0
OR-091,How do I check my order status (query 90)?,order_tracking,Negative,Chat,0.71,95%,Path A - API Resolution,210,4.0
OR-092,What's the status of order #ORD-56789 (query 91)?,order_tracking,Neutral,WhatsApp,0.96,95%,Path A - API Resolution,210,4.5
OR-093,When will my fitness equipment arrive (query 92)?,order_tracking,Negative,Instagram,0.72,95%,Path A - API Resolution,210,4.0
OR-094,Is my order ORD-99111 still on schedule (query 93)?,order_tracking,Negative,Email,0.78,95%,Path A - API Resolution,210,4.0
OR-095,Can you rush my order delivery (query 94)?,order_tracking,Neutral,WhatsApp,0.83,95%,Path A - API Resolution,210,4.5
OR-096,I need to know my order status ASAP!,order_tracking,Negative,Email,0.74,95%,Path A - API Resolution,210,4.0
OR-097,Can you track my order #ORD-98765 (query 96)?,order_tracking,Positive,WhatsApp,0.85,95%,Path A - API Resolution,210,5.0
OR-098,Where's my package (query 97)? Order ORD-45321,order_tracking,Neutral,Chat,0.97,95%,Path A - API Resolution,210,4.5
OR-099,How do I check my order status (query 98)?,order_tracking,Critical,Chat,0.96,95%,Path A - API Resolution,210,3.5
OR-100,What's the status of order #ORD-56789 (query 99)?,order_tracking,Neutral,Chat,0.94,95%,Path A - API Resolution,210,4.5
DE-001,My order was supposed to arrive yesterday,delivery_delays,Neutral,Email,0.82,50%,Path C - Escalation,420,3.0
DE-002,Expected delivery today but no sign of package,delivery_delays,Neutral,Chat,0.83,50%,Path C - Escalation,420,3.0
DE-003,When will my delayed order arrive (query 2)?,delivery_delays,Negative,Instagram,0.8,50%,Path C - Escalation,420,2.5
DE-004,Package says 2 days late now,delivery_delays,Neutral,WhatsApp,0.73,50%,Path C - Escalation,420,3.0
DE-005,My delivery is running behind schedule,delivery_delays,Negative,Twitter,0.89,50%,Path C - Escalation,420,2.5
DE-006,It's been a week and my order hasn't arrived!!,delivery_delays,Negative,Chat,0.66,50%,Path C - Escalation,420,2.5
DE-007,This is taking forever! Where's my delivery (query 6)?,delivery_delays,Positive,Chat,0.71,50%,Path C - Escalation,420,3.5
DE-008,Expected delivery 5 days ago - still nothing!,delivery_delays,Critical,Instagram,0.82,50%,Path C - Escalation,420,2.0
DE-009,I'm very disappointed. Order still hasn't arrived,delivery_delays,Critical,Twitter,0.91,50%,Path C - Escalation,420,2.0
DE-010,This delivery delay is unacceptable!,delivery_delays,Positive,Email,0.84,50%,Path C - Escalation,420,3.5
DE-011,My order was supposed to arrive yesterday,delivery_delays,Critical,Email,0.96,50%,Path C - Escalation,420,2.0
DE-012,Expected delivery today but no sign of package,delivery_delays,Positive,WhatsApp,0.79,50%,Path C - Escalation,420,3.5
DE-013,When will my delayed order arrive (query 12)?,delivery_delays,Critical,Instagram,0.97,50%,Path C - Escalation,420,2.0
DE-014,Package says 2 days late now,delivery_delays,Negative,WhatsApp,0.97,50%,Path C - Escalation,420,2.5
DE-015,My delivery is running behind schedule,delivery_delays,Positive,Chat,0.98,50%,Path C - Escalation,420,3.5
DE-016,It's been a week and my order hasn't arrived!!,delivery_delays,Neutral,Email,0.93,50%,Path C - Escalation,420,3.0
DE-017,This is taking forever! Where's my delivery (query 16)?,delivery_delays,Negative,Chat,0.83,50%,Path C - Escalation,420,2.5
DE-018,Expected delivery 5 days ago - still nothing!,delivery_delays,Critical,Instagram,0.79,50%,Path C - Escalation,420,2.0
DE-019,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Email,0.85,50%,Path C - Escalation,420,3.0
DE-020,This delivery delay is unacceptable!,delivery_delays,Neutral,Email,0.91,50%,Path C - Escalation,420,3.0
DE-021,My order was supposed to arrive yesterday,delivery_delays,Critical,Email,0.81,50%,Path C - Escalation,420,2.0
DE-022,Expected delivery today but no sign of package,delivery_delays,Neutral,Instagram,0.79,50%,Path C - Escalation,420,3.0
DE-023,When will my delayed order arrive (query 22)?,delivery_delays,Neutral,Chat,0.81,50%,Path C - Escalation,420,3.0
DE-024,Package says 2 days late now,delivery_delays,Neutral,Email,0.85,50%,Path C - Escalation,420,3.0
DE-025,My delivery is running behind schedule,delivery_delays,Neutral,Instagram,0.78,50%,Path C - Escalation,420,3.0
DE-026,It's been a week and my order hasn't arrived!!,delivery_delays,Negative,Chat,0.81,50%,Path C - Escalation,420,2.5
DE-027,This is taking forever! Where's my delivery (query 26)?,delivery_delays,Critical,Email,0.84,50%,Path C - Escalation,420,2.0
DE-028,Expected delivery 5 days ago - still nothing!,delivery_delays,Positive,Email,0.74,50%,Path C - Escalation,420,3.5
DE-029,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Instagram,0.87,50%,Path C - Escalation,420,3.0
DE-030,This delivery delay is unacceptable!,delivery_delays,Negative,Email,0.88,50%,Path C - Escalation,420,2.5
DE-031,My order was supposed to arrive yesterday,delivery_delays,Positive,Chat,0.8,50%,Path C - Escalation,420,3.5
DE-032,Expected delivery today but no sign of package,delivery_delays,Positive,WhatsApp,0.91,50%,Path C - Escalation,420,3.5
DE-033,When will my delayed order arrive (query 32)?,delivery_delays,Neutral,WhatsApp,0.95,50%,Path C - Escalation,420,3.0
DE-034,Package says 2 days late now,delivery_delays,Neutral,Twitter,0.83,50%,Path C - Escalation,420,3.0
DE-035,My delivery is running behind schedule,delivery_delays,Negative,WhatsApp,0.85,50%,Path C - Escalation,420,2.5
DE-036,It's been a week and my order hasn't arrived!!,delivery_delays,Critical,Chat,0.9,50%,Path C - Escalation,420,2.0
DE-037,This is taking forever! Where's my delivery (query 36)?,delivery_delays,Negative,Twitter,0.97,50%,Path C - Escalation,420,2.5
DE-038,Expected delivery 5 days ago - still nothing!,delivery_delays,Negative,Instagram,0.92,50%,Path C - Escalation,420,2.5
DE-039,I'm very disappointed. Order still hasn't arrived,delivery_delays,Critical,WhatsApp,0.7,50%,Path C - Escalation,420,2.0
DE-040,This delivery delay is unacceptable!,delivery_delays,Critical,WhatsApp,0.87,50%,Path C - Escalation,420,2.0
DE-041,My order was supposed to arrive yesterday,delivery_delays,Neutral,Email,0.86,50%,Path C - Escalation,420,3.0
DE-042,Expected delivery today but no sign of package,delivery_delays,Positive,WhatsApp,0.8,50%,Path C - Escalation,420,3.5
DE-043,When will my delayed order arrive (query 42)?,delivery_delays,Neutral,Email,0.98,50%,Path C - Escalation,420,3.0
DE-044,Package says 2 days late now,delivery_delays,Positive,Instagram,0.9,50%,Path C - Escalation,420,3.5
DE-045,My delivery is running behind schedule,delivery_delays,Positive,WhatsApp,0.96,50%,Path C - Escalation,420,3.5
DE-046,It's been a week and my order hasn't arrived!!,delivery_delays,Negative,Chat,0.87,50%,Path C - Escalation,420,2.5
DE-047,This is taking forever! Where's my delivery (query 46)?,delivery_delays,Negative,WhatsApp,0.95,50%,Path C - Escalation,420,2.5
DE-048,Expected delivery 5 days ago - still nothing!,delivery_delays,Neutral,Twitter,0.91,50%,Path C - Escalation,420,3.0
DE-049,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Twitter,0.79,50%,Path C - Escalation,420,3.0
DE-050,This delivery delay is unacceptable!,delivery_delays,Neutral,Twitter,0.94,50%,Path C - Escalation,420,3.0
DE-051,My order was supposed to arrive yesterday,delivery_delays,Neutral,Twitter,0.82,50%,Path C - Escalation,420,3.0
DE-052,Expected delivery today but no sign of package,delivery_delays,Neutral,Chat,0.92,50%,Path C - Escalation,420,3.0
DE-053,When will my delayed order arrive (query 52)?,delivery_delays,Positive,WhatsApp,0.92,50%,Path C - Escalation,420,3.5
DE-054,Package says 2 days late now,delivery_delays,Neutral,WhatsApp,0.77,50%,Path C - Escalation,420,3.0
DE-055,My delivery is running behind schedule,delivery_delays,Neutral,Twitter,0.77,50%,Path C - Escalation,420,3.0
DE-056,It's been a week and my order hasn't arrived!!,delivery_delays,Positive,Instagram,0.98,50%,Path C - Escalation,420,3.5
DE-057,This is taking forever! Where's my delivery (query 56)?,delivery_delays,Critical,WhatsApp,0.88,50%,Path C - Escalation,420,2.0
DE-058,Expected delivery 5 days ago - still nothing!,delivery_delays,Positive,Instagram,0.8,50%,Path C - Escalation,420,3.5
DE-059,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Instagram,0.95,50%,Path C - Escalation,420,3.0
DE-060,This delivery delay is unacceptable!,delivery_delays,Neutral,Chat,0.74,50%,Path C - Escalation,420,3.0
DE-061,My order was supposed to arrive yesterday,delivery_delays,Positive,Chat,0.84,50%,Path C - Escalation,420,3.5
DE-062,Expected delivery today but no sign of package,delivery_delays,Positive,Instagram,0.77,50%,Path C - Escalation,420,3.5
DE-063,When will my delayed order arrive (query 62)?,delivery_delays,Critical,Email,0.98,50%,Path C - Escalation,420,2.0
DE-064,Package says 2 days late now,delivery_delays,Critical,Instagram,0.95,50%,Path C - Escalation,420,2.0
DE-065,My delivery is running behind schedule,delivery_delays,Critical,Twitter,0.8,50%,Path C - Escalation,420,2.0
DE-066,It's been a week and my order hasn't arrived!!,delivery_delays,Neutral,Chat,0.83,50%,Path C - Escalation,420,3.0
DE-067,This is taking forever! Where's my delivery (query 66)?,delivery_delays,Negative,Twitter,0.78,50%,Path C - Escalation,420,2.5
DE-068,Expected delivery 5 days ago - still nothing!,delivery_delays,Neutral,Chat,0.94,50%,Path C - Escalation,420,3.0
DE-069,I'm very disappointed. Order still hasn't arrived,delivery_delays,Negative,Instagram,0.81,50%,Path C - Escalation,420,2.5
DE-070,This delivery delay is unacceptable!,delivery_delays,Positive,WhatsApp,0.88,50%,Path C - Escalation,420,3.5
DE-071,My order was supposed to arrive yesterday,delivery_delays,Neutral,WhatsApp,0.87,50%,Path C - Escalation,420,3.0
DE-072,Expected delivery today but no sign of package,delivery_delays,Neutral,Twitter,0.82,50%,Path C - Escalation,420,3.0
DE-073,When will my delayed order arrive (query 72)?,delivery_delays,Neutral,Chat,0.86,50%,Path C - Escalation,420,3.0
DE-074,Package says 2 days late now,delivery_delays,Neutral,Chat,0.98,50%,Path C - Escalation,420,3.0
DE-075,My delivery is running behind schedule,delivery_delays,Negative,Email,0.94,50%,Path C - Escalation,420,2.5
DE-076,It's been a week and my order hasn't arrived!!,delivery_delays,Critical,Twitter,0.94,50%,Path C - Escalation,420,2.0
DE-077,This is taking forever! Where's my delivery (query 76)?,delivery_delays,Critical,Twitter,0.67,50%,Path C - Escalation,420,2.0
DE-078,Expected delivery 5 days ago - still nothing!,delivery_delays,Positive,WhatsApp,0.71,50%,Path C - Escalation,420,3.5
DE-079,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Chat,0.92,50%,Path C - Escalation,420,3.0
DE-080,This delivery delay is unacceptable!,delivery_delays,Neutral,Twitter,0.74,50%,Path C - Escalation,420,3.0
DE-081,My order was supposed to arrive yesterday,delivery_delays,Neutral,Chat,0.97,50%,Path C - Escalation,420,3.0
DE-082,Expected delivery today but no sign of package,delivery_delays,Negative,WhatsApp,0.8,50%,Path C - Escalation,420,2.5
DE-083,When will my delayed order arrive (query 82)?,delivery_delays,Negative,Twitter,0.94,50%,Path C - Escalation,420,2.5
DE-084,Package says 2 days late now,delivery_delays,Neutral,Email,0.81,50%,Path C - Escalation,420,3.0
DE-085,My delivery is running behind schedule,delivery_delays,Neutral,WhatsApp,0.7,50%,Path C - Escalation,420,3.0
DE-086,It's been a week and my order hasn't arrived!!,delivery_delays,Negative,Twitter,0.85,50%,Path C - Escalation,420,2.5
DE-087,This is taking forever! Where's my delivery (query 86)?,delivery_delays,Neutral,Email,0.75,50%,Path C - Escalation,420,3.0
DE-088,Expected delivery 5 days ago - still nothing!,delivery_delays,Critical,Twitter,0.96,50%,Path C - Escalation,420,2.0
DE-089,I'm very disappointed. Order still hasn't arrived,delivery_delays,Negative,Chat,0.67,50%,Path C - Escalation,420,2.5
DE-090,This delivery delay is unacceptable!,delivery_delays,Neutral,Instagram,0.94,50%,Path C - Escalation,420,3.0
DE-091,My order was supposed to arrive yesterday,delivery_delays,Neutral,WhatsApp,0.73,50%,Path C - Escalation,420,3.0
DE-092,Expected delivery today but no sign of package,delivery_delays,Negative,Instagram,0.8,50%,Path C - Escalation,420,2.5
DE-093,When will my delayed order arrive (query 92)?,delivery_delays,Neutral,WhatsApp,0.88,50%,Path C - Escalation,420,3.0
DE-094,Package says 2 days late now,delivery_delays,Negative,Instagram,0.86,50%,Path C - Escalation,420,2.5
DE-095,My delivery is running behind schedule,delivery_delays,Critical,Instagram,0.87,50%,Path C - Escalation,420,2.0
DE-096,It's been a week and my order hasn't arrived!!,delivery_delays,Neutral,Instagram,0.74,50%,Path C - Escalation,420,3.0
DE-097,This is taking forever! Where's my delivery (query 96)?,delivery_delays,Critical,Email,0.89,50%,Path C - Escalation,420,2.0
DE-098,Expected delivery 5 days ago - still nothing!,delivery_delays,Neutral,Instagram,0.91,50%,Path C - Escalation,420,3.0
DE-099,I'm very disappointed. Order still hasn't arrived,delivery_delays,Neutral,Email,0.72,50%,Path C - Escalation,420,3.0
DE-100,This delivery delay is unacceptable!,delivery_delays,Neutral,WhatsApp,0.74,50%,Path C - Escalation,420,3.0
RE-001,I want a refund for my order,refund_requests,Neutral,Instagram,0.95,40%,Path C - Escalation,600,3.2
RE-002,Can I return and get my money back (query 1)?,refund_requests,Critical,Chat,0.71,40%,Path C - Escalation,600,2.2
RE-003,"This product is defective, I need a refund",refund_requests,Neutral,Instagram,0.83,40%,Path C - Escalation,600,3.2
RE-004,"The item arrived damaged, please refund",refund_requests,Neutral,Twitter,0.78,40%,Path C - Escalation,600,3.2
RE-005,"I changed my mind, can I get a refund (query 4)?",refund_requests,Neutral,Instagram,0.94,40%,Path C - Escalation,600,3.2
RE-006,How do I process a return for a refund (query 5)?,refund_requests,Critical,Instagram,0.87,40%,Path C - Escalation,600,2.2
RE-007,"I was charged twice, please refund one",refund_requests,Neutral,Chat,0.86,40%,Path C - Escalation,600,3.2
RE-008,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Negative,Chat,0.88,40%,Path C - Escalation,600,2.7
RE-009,I want a refund for my order,refund_requests,Neutral,Chat,0.8,40%,Path C - Escalation,600,3.2
RE-010,Can I return and get my money back (query 9)?,refund_requests,Neutral,Instagram,0.89,40%,Path C - Escalation,600,3.2
RE-011,"This product is defective, I need a refund",refund_requests,Negative,WhatsApp,0.82,40%,Path C - Escalation,600,2.7
RE-012,"The item arrived damaged, please refund",refund_requests,Neutral,Instagram,0.86,40%,Path C - Escalation,600,3.2
RE-013,"I changed my mind, can I get a refund (query 12)?",refund_requests,Neutral,Email,0.73,40%,Path C - Escalation,600,3.2
RE-014,How do I process a return for a refund (query 13)?,refund_requests,Neutral,Chat,0.97,40%,Path C - Escalation,600,3.2
RE-015,"I was charged twice, please refund one",refund_requests,Neutral,Chat,0.71,40%,Path C - Escalation,600,3.2
RE-016,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Positive,WhatsApp,0.93,40%,Path C - Escalation,600,3.7
RE-017,I want a refund for my order,refund_requests,Neutral,Twitter,0.87,40%,Path C - Escalation,600,3.2
RE-018,Can I return and get my money back (query 17)?,refund_requests,Positive,Email,0.95,40%,Path C - Escalation,600,3.7
RE-019,"This product is defective, I need a refund",refund_requests,Neutral,Email,0.81,40%,Path C - Escalation,600,3.2
RE-020,"The item arrived damaged, please refund",refund_requests,Positive,Twitter,0.96,40%,Path C - Escalation,600,3.7
RE-021,"I changed my mind, can I get a refund (query 20)?",refund_requests,Neutral,WhatsApp,0.74,40%,Path C - Escalation,600,3.2
RE-022,How do I process a return for a refund (query 21)?,refund_requests,Neutral,Chat,0.84,40%,Path C - Escalation,600,3.2
RE-023,"I was charged twice, please refund one",refund_requests,Negative,Chat,0.88,40%,Path C - Escalation,600,2.7
RE-024,"The order is 2 weeks late, I want a refund or replacement NOW!",refund_requests,Positive,Instagram,0.98,40%,Path C - Escalation,600,3.7
RE-025,I want a refund for my order,refund_requests,Neutral,WhatsApp,0.86,40%,Path C - Escalation,600,3.2
RE-026,Can I return and get my money back (query 25)?,refund_requests,Negative,Instagram,0.77,40%,Path C - Escalation,600,2.7
RE-027,"This product is defective, I need a refund",refund_requests,Neutral,Twitter,0.82,40%,Path C - Escalation,600,3.2
RE-028,"The item arrived damaged, please refund",refund_requests,Negative,WhatsApp,0.87,40%,Path C - Escalation,600,2.7
RE-029,"I changed my mind, can I get a refund (query 28)?",refund_requests,Positive,Instagram,0.83,40%,Path C - Escalation,600,3.7
